,City,cityID,clusterID,Typology,Country,Car Modeshare (%),Public Transit Modeshare (%),Bicycle Modeshare (%),Walking Modeshare (%),Gasoline Pump Price (USD/liter),Road Deaths Rate (per 1000),Subway Length (km),Subway Length Density (per km),Subway Stations per Hundred Thousand,Subway Ridership per Capita,Subway Age (years),BRT Length (km),BRT System Length Density (per km),BRT Stations per Hundred Thousand Persons,BRT Fleet per Hundred Thousand Persons,BRT Annual Ridership per Capita,BRT Age (years),Bikeshare Stations,Bikeshare Stations per Hundred Thousand Persons,Bikeshare Number of Bikes,Bikeshare Bicycles per Hundred Thousand Persons,Bikeshare Age (years),Congestion (%),Congestion AM Peak (%),Congestion PM Peak (%),Traffic Index,Travel Time Index,Inefficiency Index,Population,Land Area (sq. km),Population Density (per sq. km),Population Change 1990 – 2000,Population Change 2000 – 2010,Population Change 2010 – 2020,Population Change 2020 – 2025,Urbanization Rate 2015 (%),Urbanization Rate Change 2015 – 2025 (pp),GDP per Capita (USD),Unemployment Rate (%),Cost of Living Index,Rent Index,Grocery Index,Restaurant Price Index,Local Purchasing Power Index,Gini Coefficient,Poverty Rate (%),Life Expectancy (years),Safety Index,Internet Penetration,Digital Penetration,Innovation Index,Smartphone Penetration (%),CO2 Emissions per Capita (metric tonnes),Pollution Index ,Street length total (m),Street Length Density (m/sq. km),Street Length Average (m),Intersection Count,Intersection Density (per sq. km),Degree Average,Streets per Node,Circuity,Self-Loop Proportion,Highway Proportion,Metro Propensity Factor,BRT Propensity Factor,BikeShare Propensity Factor,Development Factor,Sustainability Factor,Population Factor,Congestion Factor,Sprawl Factor,Network Density Factor,AvgTemperature,coordinates,Temperature,Humidity,Location
33,Cologne-Bonn,101.0,10.0,MassTransit Moderate,Germany,43.0,21.0,12,24.0,1.64,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,1.371158392,822.0,38.86524823,18.0,34.0,52.0,61.0,,,,2115000.0,932.0,2300.0,12796.0,38895.0,56710.0,37442.0,75.3,2.2,58372.0,6.0,70.31,27.33,53.32,68.78,119.9,,13.41,76.1,60.93,86.2,0.74,45.0,60.0,27.6,,4838032.802,6043116958.0,122.2775313,23155.0,1249.08557,4.617196464,2.667341567,1.058703247,0.00600763,0.033076841,0.0820648438,0.1271073193,0.4986079639,0.7386191517,0.5257057327,0.0463184418,0.3719898006,0.410011322,0.3499560403,,"(50.7149265, 7.1632697)",-4.42,93,"(50.7149265, 7.1632697)"
34,Algiers,2.0,1.0,Congested Emerging,Algeria,12.8,28.7,,55.8,0.37,23.8,13.5,0.030681818,0.380952381,4.353741497,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,3675000.0,440.0,8300.0,458131.0,573311.0,756928.0,368897.0,70.7,4.9,4827.7,10.0,34.98,10.09,34.96,26.43,39.57,0.37,,75.6,52.52,37.3,0.37,28.0,,3.51478009,74.18,,,,,,,,,,,0.1271310655,0.0817780462,0.3755402114,0.1184244737,0.3447362567,0.1732013253,0.6561638851,0.5598699526,0.3808302766,49.6,"(28.0000272, 2.9999825)",7.58,36,"(28.0000272, 2.9999825)"
35,Bangalore,117.0,3.0,Congested Boomer,India,25.0,35.0,7,26.0,1.19,8.9,31.5,0.027015437,0.295130349,3.935071323,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,150.0,1.475651746,5.0,,,,227.41,49.2,235.9,10165000.0,1166.0,8700.0,1531099.0,2707743.0,3366398.0,1551803.0,32.7,4.3,5051.0,,26.65,8.72,27.21,16.66,98.88,0.37,13.7,68.3,52.02,28.3,0.32,41.0,17.0,1.590272829,83.16,10953195.8,8872229990.0,89.92697762,70842.0,810.0129086,5.343632142,2.759793873,1.043144291,0.000389983,0.007013089,0.1475598274,0.0476353701,0.4772603571,0.1647648735,0.2529668156,0.4784105885,0.5540866825,0.2785074307,0.4963630757,,"(12.9791198, 77.5912997)",15.32,100,"(12.9791198, 77.5912997)"
36,Mombasa,153.0,1.0,Congested Emerging,Kenya,0.0,36.0,0,47.0,1.01,29.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,1155000.0,85.0,13500.0,207054.0,256949.0,470394.0,364361.0,25.6,4.7,935.0,,,,,,,0.45,,63.4,,68.4,0.19,,26.0,0.304402198,,641445.3637,1114000907.0,160.6827063,2310.0,1736.704278,4.855852951,2.570783618,1.108589258,0.003320494,0.0,0.0921957744,0.0610223381,0.343552693,0.0778405116,0.3128253733,0.177341622,0.6891901647,0.345911962,0.191152264,,"(-4.05052, 39.667169)",28.02,83,"(-4.05052, 39.667169)"
37,Barcelona,235.0,10.0,MassTransit Moderate,Spain,30.0,18.0,1,46.0,1.56,3.9,146.0,0.135813953,3.797468354,87.80590717,93.0,22.0,0.020465116,0.780590717,,0.96835443,,424,8.945147679,6000.0,126.5822785,11.0,31.0,51.0,52.0,147.13,36.76,179.54,4740000.0,1075.0,4400.0,630097.0,756973.0,742593.0,280124.0,79.6,2.1,35445.0,23.1,63.62,26.98,51.51,62.4,90.83,,20.1,82.1,59.47,74.8,0.67,53.0,71.0,5.7,69.46,2452618.321,9931606935.0,102.380127,14265.0,4049.389523,4.122156313,3.137018447,1.068750584,0.00101205,0.012014772,0.6393614387,0.2552391657,0.5661834559,0.5636396881,0.3614997356,0.1345568139,0.4193758919,0.0777218098,0.6224281134,47.3,"(41.3828939, 2.1774322)",12.04,87,"(41.3828939, 2.1774322)"
38,Ulsan,233.0,7.0,Auto Sprawl,South Korea,45.1,26.2,1.8,25.2,1.47,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,905000.0,104.0,8700.0,338554.0,77634.0,104422.0,27108.0,82.5,1.3,69271.0,2.1,,,,,,,,82.3,,92.3,0.82,40.0,88.0,33.9,,4133185.908,1025984737.0,168.2482255,14432.0,248.2309675,5.845602324,3.040608196,1.0779914,0.00183979,0.036622231,0.0317412346,0.1667414473,0.3228708605,0.8210743906,0.4415350752,0.0386029516,0.1071313579,0.6158508345,0.3015644455,,"(35.5391697, 129.3119136)",-3.73,62,"(35.5391697, 129.3119136)"
39,Johor Bahru,162.0,2.0,BusTransit Sprawl,Malaysia,,,,,0.6,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,1730000.0,712.0,2400.0,213731.0,371559.0,393912.0,171659.0,74.7,5.4,11031.8,,43.4,12.13,50.3,19.97,59.39,0.37,0.3,75.0,38.92,67.5,0.57,,65.0,8.026727068,,6861584.61,5420913460.0,137.7717575,29762.0,790.038128,4.76552795,2.868127444,1.092793935,0.002691189,0.026942506,0.0734882919,0.0938171987,0.3968167874,0.3331714351,0.3920839309,0.1210760679,0.5224405595,0.8076731991,0.3673750191,,"(1.4953041, 103.7550839)",28.45,88,"(1.4953041, 103.7550839)"
40,Atlanta(GA),273.0,8.0,Auto Innovative,United States,86.8,3.1,0.3,1.3,0.65,14.0,77.0,0.011239235,0.7421875,13.96484375,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27.0,45.0,65.0,188.09,40.67,200.55,5120000.0,6851.0,700.0,1358193.0,1332333.0,745800.0,350505.0,81.6,1.7,55300.0,7.9,73.73,41.62,73.66,68.88,151.37,0.468,22.5,77.2,35.62,76.5,0.78,51.0,72.0,10.7,56.21,5295020.466,8165610325.0,163.1244752,18812.0,1542.130078,5.184579839,2.755904501,1.083320331,0.014144949,0.027100647,0.2271517263,0.1733331628,0.3526128068,0.7733225777,0.278094704,0.2014122501,0.3108970428,0.8225084333,0.5030404079,,"(33.6238152, -84.1693827)",2.43,74,"(33.6238152, -84.1693827)"
41,Samara,211.0,2.0,BusTransit Sprawl,Russia,34.0,64.0,1,1.0,0.71,18.9,12.7,0.051626016,0.873362445,13.62445415,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,1145000.0,246.0,4700.0,-70052.0,-8804.0,38721.0,34297.0,74.0,1.3,11279.6,,,,,,,0.44,,70.5,,61.4,0.5,32.0,45.0,12.46681628,,2637257.766,1200932594.0,210.8288245,7246.0,455.371716,5.193476318,2.803172475,1.060738573,0.000602254,4.21e-05,0.2046341844,0.1165797368,0.3959759968,0.308220019,0.2699384206,0.0399776581,0.5313816674,0.6423634155,0.3288766396,35.6,"(53.198627, 50.113987)",-17.39,92,"(53.198627, 50.113987)"
42,Toronto,33.0,8.0,Auto Innovative,Canada,64.5,23.3,1.2,4.6,1.11,3.6,68.3,0.029864451,1.053435115,49.57251908,63.0,0.0,0.0,0.0,0.0,0.0,0.0,80,1.221374046,1000.0,15.26717557,7.0,30.0,50.0,62.0,200.52,44.64,249.7,6550000.0,2287.0,2900.0,800185.0,877685.0,813323.0,383911.0,81.8,1.8,45771.0,6.6,69.35,40.27,64.39,68.02,119.47,0.4,20.6,82.2,64.86,94.7,0.78,54.0,67.0,14.8,42.8,8714157.367,6720643027.0,158.1861271,32620.0,771.2326899,5.256985824,2.977933774,1.112606004,0.01070338,0.03053102,0.3626840117,0.1706930073,0.4268035919,0.779244051,0.3409980045,0.1406499745,0.3940372476,0.5657556291,0.4375312438,,"(43.6534817, -79.3839347)",3.36,86,"(43.6534817, -79.3839347)"
43,Helsinki,89.0,10.0,MassTransit Moderate,Finland,21.0,34.0,11,32.0,1.78,2.2,21.1,0.032917317,1.393442623,50.81967213,35.0,28.0,0.043681747,2.868852459,,7.37704918,15.0,0,0.0,0.0,0.0,0.0,26.0,40.0,48.0,112.62,35.23,105.28,1220000.0,641.0,1800.0,147932.0,102739.0,122187.0,60435.0,84.2,1.4,65438.0,6.2,80.54,38.48,68.19,89.98,115.22,,,78.4,71.41,91.5,0.79,46.0,,15.8,19.06,2391663.262,2179857793.0,112.1267352,12131.0,911.4400959,4.383489018,2.694142893,1.068794706,0.003167655,0.01952726,0.3126224481,0.3940077337,0.3049808373,0.7819211352,0.5573763198,0.0160331633,0.3239165782,0.2249966376,0.3168195269,32.7,"(60.1674098, 24.9425769)",-4.29,86,"(60.1674098, 24.9425769)"
44,Bursa,252.0,6.0,Hybrid Giant,Turkey,25.0,56.0,1,18.0,1.47,8.5,38.9,0.187922705,2.010582011,48.30687831,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30.0,34.0,53.0,146.5,39.06,110.01,1890000.0,207.0,9100.0,361424.0,479107.0,512549.0,216817.0,73.4,4.3,21507.0,,41.9,7.17,35.68,28.93,70.41,,,75.8,79.08,46.3,0.48,34.0,59.0,4.243452638,27.82,4269164.842,4403152874.0,80.54420124,32449.0,1031.385069,5.709081566,3.028263911,1.057703355,0.000300042,0.009200325,0.3227650234,0.0901513762,0.4173202207,0.373143623,0.496672655,0.1177593207,0.3869444274,0.3035668755,0.4221839967,,"(40.1827657, 29.0677305)",5.86,81,"(40.1827657, 29.0677305)"
45,Los Angeles(CA),268.0,8.0,Auto Innovative,United States,84.7,5.1,0.8,2.5,0.91,8.1,28.0,0.00444515,0.10571523,3.026098447,24.0,23.0,0.003651373,0.092500826,0.198216056,0.654112983,13.0,65,0.42946812,1000.0,6.60720185,2.0,45.0,62.0,84.0,225.96,45.77,289.6,15135000.0,6299.0,2400.0,930117.0,1409477.0,1684154.0,779784.0,81.6,1.7,66477.0,9.2,78.72,68.21,73.83,81.94,119.79,0.471,20.5,81.15,45.22,73.5,0.78,55.0,72.0,15.3,62.53,21803908.97,6522016421.0,156.2041249,78832.0,299.1214295,5.559783595,2.980621685,1.049846109,0.001143901,0.024889563,0.1632414507,0.2580942092,0.3321886893,0.8197869472,0.2338387422,0.2753122,0.5268442264,0.7478070192,0.631930588,,"(34.0536909, -118.2427666)",14.21,22,"(34.0536909, -118.2427666)"
46,Dublin,135.0,10.0,MassTransit Moderate,Ireland,64.0,13.0,3,19.0,1.69,2.3,0.0,0.0,0.0,0.0,0.0,8.0,0.025157233,1.428571429,5.714285714,8.571428571,,102,8.571428571,950.0,79.83193277,2.0,43.0,80.0,86.0,137.96,38.31,172.47,1190000.0,318.0,3500.0,72168.0,113866.0,239650.0,133477.0,63.2,3.2,75090.0,11.7,82.37,50.9,65.0,88.24,106.68,,9.3,79.1,47.4,78.3,0.69,46.0,,12.4,33.12,1862045.623,8281541508.0,101.1816347,10502.0,4447.550268,4.574246796,2.471113199,1.066670646,0.005046208,0.015588313,0.0487309273,0.2570671899,0.3878976848,0.7521410048,0.3987275301,0.0653312503,0.5446448438,0.1759056046,0.4050423136,36.6,"(53.3497645, -6.2602732)",3.87,93,"(53.3497645, -6.2602732)"
47,Acapulco,173.0,4.0,BusTransit Dense,Mexico,30.0,67.2,1.0,2.0,0.86,17.7,0.0,0.0,0.0,0.0,0.0,16.0,0.134453782,2.119205298,10.06622517,39.73509934,2.0,0,0.0,0.0,0.0,0.0,,,,,,,755000.0,119.0,6300.0,193395.0,73664.0,191117.0,94664.0,79.2,2.6,7638.0,2.3,,,,,,0.46,40.0,76.7,,49.2,0.5,,35.0,1.7,,1789773.38,1475855430.0,115.4618012,8915.0,824.6046378,5.118277695,2.696504837,1.100643722,0.00252035,0.0,0.115996422,0.4546931071,0.3793646204,0.286875351,0.2354009664,0.0773052415,0.6873707606,0.5027144093,0.2733841683,,"(16.8680495, -99.8940182)",26.14,74,"(16.8680495, -99.8940182)"
48,Mogadishu,223.0,1.0,Congested Emerging,Somalia,,,,,1.57,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,2265000.0,91.0,25000.0,165617.0,224795.0,1266894.0,616591.0,39.6,5.0,450.0,,,,,,,,,55.0,,6.1,,,,0.060710992,,1789385.545,1414062308.0,81.77431427,11827.0,790.2502131,6.650233484,3.350302381,1.0264304,0.000230224,0.0,0.0722830708,0.03218041,0.3406468879,0.0348273334,0.3062026686,0.2584178661,0.6878135062,0.1246174816,0.3818091229,,"(2.0349312, 45.3419183)",27.99,79,"(2.0349312, 45.3419183)"
49,Nizhny Novgorod,210.0,2.0,BusTransit Sprawl,Russia,34.0,64.0,1,1.0,0.71,18.9,18.8,0.03022508,1.176470588,31.2605042,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,32.0,51.0,59.0,,,,1190000.0,622.0,1900.0,-89395.0,-77989.0,-6516.0,33859.0,74.0,1.3,11279.6,,,,,,,0.44,,70.5,,61.4,0.5,34.0,45.0,12.46681628,,1714075.845,3019771019.0,195.2695198,5120.0,1761.748774,5.185255498,2.786584401,1.060535765,0.000854284,0.000755839,0.2271526333,0.1176456301,0.4027799988,0.3168266491,0.2617070175,0.0337368402,0.4844997354,0.646406128,0.3940525878,32.9,"(56.328571, 44.003506)",-7.14,62,"(56.328571, 44.003506)"
50,Lima,195.0,4.0,BusTransit Dense,Peru,12.0,62.0,,,1.1,13.9,34.6,0.037649619,0.237442922,8.310502283,6.0,26.0,0.028291621,0.328767123,4.447488584,9.589041096,46.0,0,0.0,0.0,0.0,0.0,,,,152.68,38.64,106.0,10950000.0,919.0,11900.0,1457012.0,1656932.0,1744542.0,808344.0,78.6,2.8,15530.0,7.4,40.69,18.65,35.83,29.07,47.27,0.4,15.3,76.5,27.96,41.7,0.44,37.0,25.0,1.869883854,88.57,994874.6833,19382194573.0,84.31855948,7031.0,19482.04623,4.712844287,3.26043087,1.021830865,0.002661729,0.015038895,0.1711307441,0.4161899448,0.423312909,0.2507158042,0.3544006988,0.3126366471,0.702787371,0.2401002477,0.933791114,,"(-12.0621065, -77.0365256)",18.58,82,"(-12.0621065, -77.0365256)"
51,Richmond(VA),308.0,7.0,Auto Sprawl,United States,90.5,1.4,0.5,1.9,0.63,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11.0,17.0,25.0,,,,1030000.0,1274.0,700.0,125840.0,162271.0,183149.0,91969.0,81.6,1.7,54605.0,6.0,,,,,,0.444,24.6,79.0,56.34,75.4,0.78,43.0,72.0,11.7,19.96,6418897.075,6379975201.0,160.512555,21960.0,993.9363611,4.938156997,2.725017065,1.060466707,0.005542961,0.032467935,0.0255021225,0.1586729349,0.3469719095,0.7559058997,0.3717513262,0.0372576326,0.0492241139,0.713117248,0.3786493228,,"(-32.8652, 151.5012)",19.1,57,"(-32.8652, 151.5012)"
52,Surabaya,126.0,1.0,Congested Emerging,Indonesia,,,,,0.67,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,4930000.0,673.0,7300.0,143430.0,157680.0,491802.0,373524.0,53.7,6.6,3974.1,,44.57,12.02,44.72,22.54,26.43,0.33,8.3,69.1,,28.5,0.34,,21.0,1.907781259,66.67,6449756.935,5137024684.0,98.89080105,39031.0,796.4679501,5.20904123,2.771949223,1.053639688,0.001420547,0.010405225,0.0863386979,0.0458900359,0.370679259,0.1343204542,0.3523436348,0.1823426077,0.6804318693,0.4073870676,0.3969865264,,"(-7.2459717, 112.7378266)",29.96,80,"(-7.2459717, 112.7378266)"
53,Tucson(AZ),310.0,7.0,Auto Sprawl,United States,86.9,2.6,1.6,1.9,0.6,13.1,6.3,0.006892779,2.404371585,0.546448087,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20.0,23.0,33.0,,,,915000.0,914.0,900.0,141949.0,166205.0,168161.0,84479.0,81.6,1.7,32070.0,7.0,62.59,23.69,59.9,65.94,157.07,0.455,25.2,79.6,47.47,69.5,0.78,39.0,72.0,11.2,,5876381.44,4861330582.0,157.5817607,21077.0,827.2660024,5.110492457,2.799969903,1.074478182,0.007258433,0.013147157,0.1093360319,0.1581190597,0.3798510905,0.6440085698,0.3375143277,0.0358769197,0.1115541168,0.6864025389,0.3608915112,,"(32.2228765, -110.9748477)",4.47,14,"(32.2228765, -110.9748477)"
54,Chengdu,51.0,12.0,MetroBike Emerging,China,11.0,15.0,44,20.0,1.16,18.8,108.2,0.064251781,0.814606742,31.74157303,7.0,28.8,0.017102138,0.262172285,2.808988764,4.68164794,5.0,156,1.460674157,1500.0,14.04494382,8.0,47.0,74.0,79.0,,,,10680000.0,1684.0,6300.0,1267367.0,2175059.0,2676813.0,890920.0,55.6,9.8,12020.0,2.82,37.25,14.22,31.79,26.02,81.09,0.32,,76.1,,50.1,0.43,39.0,58.0,7.550916485,,6010244.818,5510309080.0,270.4028802,12801.0,916.8194053,4.856481166,3.043048839,1.052726124,0.001935538,0.031255215,0.2488254251,0.1591670553,0.4754788735,0.2920734845,0.7153856083,0.432897486,0.6414068873,0.6618098593,0.4075730956,59.3,"(30.6624205, 104.0633219)",6.55,100,"(30.6624205, 104.0633219)"
55,Tripoli,159.0,2.0,BusTransit Sprawl,Libya,,,,,0.15,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,1115000.0,194.0,5700.0,159357.0,89281.0,212589.0,132255.0,78.6,2.1,6601.6,,47.65,18.64,45.35,42.29,49.49,,,72.7,46.49,42.8,0.42,,,8.145719581,,3477346.976,3265105243.0,121.8454387,17155.0,938.9644652,5.44140625,2.862980769,1.0435547,0.000515398,0.012277718,0.0593780022,0.1068844477,0.3610366535,0.2827286797,0.2623674097,0.080810893,0.5532272746,0.7865681349,0.3871684506,,"(32.896672, 13.1777923)",12.85,74,"(32.896672, 13.1777923)"
56,Hamburg,99.0,9.0,MassTransit Heavyweight,Germany,42.0,18.0,12,28.0,1.68,1.1,104.0,0.133848134,4.343675418,104.6778043,105.0,15.0,0.019305019,1.431980907,1.145584726,8.591885442,,30,1.431980907,250.0,11.93317422,10.0,33.0,48.0,53.0,107.28,35.15,88.85,2095000.0,777.0,2700.0,70851.0,76413.0,98124.0,55901.0,75.3,2.2,59546.0,4.5,77.11,32.15,63.11,67.95,120.77,,15.0,81.0,50.56,86.2,0.74,47.0,60.0,9.0,29.1,18678535.45,1804173415.0,203.1578452,53302.0,96.59073222,4.929557409,2.63895266,1.074063287,0.015121057,0.016812295,0.6674772599,0.2735957976,0.4374812128,0.7472038567,0.5365970712,0.0354236527,0.3578046604,0.3134414669,0.2314151973,,"(53.550341, 10.000654)",-2.17,100,"(53.550341, 10.000654)"
57,Las Vegas(NV),289.0,7.0,Auto Sprawl,United States,89.3,3.7,0.3,1.2,0.73,11.2,0.0,0.0,0.0,0.0,0.0,63.0,0.058333333,4.21286031,,4.548425721,14.0,0,0.0,0.0,0.0,0.0,24.0,23.0,40.0,155.35,39.25,187.1,2255000.0,1080.0,1700.0,626777.0,660262.0,348098.0,167478.0,81.6,1.7,44810.0,10.0,77.3,30.9,71.23,78.65,120.4,0.448,16.3,78.1,43.32,77.5,0.78,45.0,72.0,17.0,50.8,6057584.796,6856257379.0,136.6691062,25016.0,1131.846703,4.997824642,2.677563599,1.07585363,0.002998464,0.018161522,0.0321403255,0.451663627,0.3516369334,0.7138597389,0.3112837366,0.0965667968,0.1668644286,0.6493307787,0.4134148537,,"(36.1672559, -115.1485163)",3.62,12,"(36.1672559, -115.1485163)"
58,Chihuahua,174.0,2.0,BusTransit Sprawl,Mexico,63.4,14.6,1.0,20.0,0.86,21.0,0.0,0.0,0.0,0.0,0.0,22.0,0.084942085,4.26035503,9.859,17.75147929,5.0,0,0.0,0.0,0.0,0.0,,,,,,,845000.0,259.0,3300.0,143212.0,171600.0,205884.0,95300.0,79.2,2.6,14506.0,5.9,,,,,,0.46,40.0,76.7,,49.2,0.5,,35.0,4.7,,94875843.36,236886537.2,280.2955622,198248.0,2.496805602,5.583347528,2.955224207,1.097454967,0.001506594,0.014333711,0.0341156095,0.4204669414,0.4018908975,0.3133102575,0.2948199912,0.0817952663,0.5131974878,0.9471892135,0.2582619423,,"(28.5000001, -106.0000001)",-2.63,35,"(28.5000001, -106.0000001)"
59,Lubumbashi,76.0,1.0,Congested Emerging,Democratic Republic of the Congo,,,,,1.12,33.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,2080000.0,155.0,13400.0,313048.0,525367.0,756385.0,446972.0,42.5,5.3,388.3,,,,,,,,61.6,59.8,,3.8,0.13,,,0.038311184,,3894538.934,3142684063.0,164.4236652,13861.0,806.9463719,5.804177707,2.920635899,1.0396066,0.000212323,0.0,0.0690612745,0.065361522,0.3413880102,0.0125492988,0.2551213122,0.2312739486,0.6918237799,0.3858112208,0.3574767373,,"(-11.6642316, 27.4826264)",17.22,96,"(-11.6642316, 27.4826264)"
60,Boston(MA),275.0,8.0,Auto Innovative,United States,74.1,13.1,1,5.2,0.7,4.5,61.0,0.011455399,1.135857461,38.93095768,116.0,10.0,0.001877934,0.690423163,1.091314031,2.230690423,,140,3.118040089,3268.0,72.78396437,7.0,28.0,43.0,54.0,213.39,45.13,242.71,4490000.0,5325.0,800.0,620832.0,723155.0,718279.0,343746.0,81.6,1.7,77502.0,6.3,84.05,75.97,82.9,84.9,137.63,0.475,20.5,77.95,65.03,79.3,0.78,56.0,72.0,15.4,27.55,3968887.488,6619322697.0,110.2683157,21119.0,1667.80306,4.898296167,2.914039419,1.048539664,0.005750545,0.01397883,0.4467840643,0.2316397879,0.3904574757,0.9117597015,0.2623928246,0.1327944154,0.317412876,0.6504771118,0.6046595978,,"(42.3602534, -71.0582912)",3.32,87,"(42.3602534, -71.0582912)"
61,Mandalay,180.0,1.0,Congested Emerging,Myanmar,,,,,0.72,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,1390000.0,132.0,10500.0,174559.0,225108.0,343593.0,198482.0,34.1,5.7,1408.1,,,,,,,,,66.6,,2.1,0.17,,,0.237874069,,48166753.05,156643083.6,294.2361564,108959.0,3.25209971,5.135349474,2.59032664,1.13066187,0.000505521,0.009166843,0.070957411,0.0346397196,0.3549108758,0.0465496204,0.3430865396,0.1929954002,0.6883720981,0.5946891753,0.1599399119,,"(21.9812746, 96.082375)",20.92,88,"(21.9812746, 96.082375)"
62,Istanbul,249.0,4.0,BusTransit Dense,Turkey,23.0,54.0,1,22.0,1.46,4.0,95.3,0.070073529,0.539940828,28.46893491,28.0,52.0,0.038235294,0.325443787,3.069526627,16.64201183,11.0,10,0.073964497,100.0,0.73964497,6.0,49.0,63.0,91.0,266.75,56.53,272.3,13520000.0,1360.0,9900.0,2191708.0,2209082.0,2838050.0,1105795.0,73.4,4.3,24867.0,11.2,49.0,16.93,41.37,36.65,57.25,,8.86,71.75,50.53,46.3,0.48,44.0,59.0,4.243452638,65.96,9046675.21,9446073481.0,74.6000644,73930.0,1044.148625,5.290052822,3.003822507,1.055690632,0.000855876,0.016210071,0.3214966571,0.3135666682,0.4455291062,0.37313439,0.2520822868,0.4154576598,0.7626006659,0.2384860286,0.5832921276,61.7,"(41.0096334, 28.9651646)",8.21,81,"(41.0096334, 28.9651646)"
63,Rome,139.0,6.0,Hybrid Giant,Italy,54.0,29.0,1,16.0,2.08,6.3,60.0,0.053859964,1.857506361,70.99236641,62.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.48346056,200.0,5.089058524,,40.0,74.0,68.0,186.83,44.68,203.02,3930000.0,1114.0,3500.0,-64798.0,-78829.0,110275.0,121907.0,69.0,1.9,46021.0,11.2,73.79,38.57,62.68,77.48,80.16,0.33,7.8,81.5,45.56,58.5,0.72,46.0,60.0,9.1,68.05,12008980.93,4310651525.0,137.2062945,51739.0,358.9523167,4.393382583,2.739294434,1.087787376,0.002792998,0.019675763,0.4008600453,0.1175751319,0.3598942793,0.6283401165,0.3542273372,0.0640721388,0.5681232688,0.2292657547,0.3745117079,60.3,"(41.8933203, 12.4829321)",6.87,93,"(41.8933203, 12.4829321)"
64,Berlin,98.0,9.0,MassTransit Heavyweight,Germany,31.0,26.0,13,30.0,1.62,1.4,151.7,0.112620638,4.23500612,126.6585067,115.0,0.0,0.0,0.0,0.0,0.0,0.0,50,1.223990208,300.0,7.343941249,9.0,29.0,43.0,50.0,99.38,33.55,128.2,4085000.0,1347.0,3000.0,-37245.0,65659.0,135487.0,83158.0,75.3,2.2,41646.0,9.9,65.81,27.98,51.96,57.53,118.5,,,85.0,61.8,86.2,0.74,52.0,60.0,12.1,40.32,5407967.626,6993729234.0,145.3598437,21686.0,1293.226905,5.185218202,3.021597309,1.040159888,0.002266227,0.017302081,0.7425896032,0.1571679284,0.4667145812,0.6536727299,0.5304687986,0.0491226368,0.3436211908,0.2598038573,0.552714668,,"(52.5170365, 13.3888599)",-1.68,80,"(52.5170365, 13.3888599)"
65,Concepcion,42.0,4.0,BusTransit Dense,Chile,20.0,24.0,32,21.0,1.36,12.4,0.0,0.0,0.0,0.0,0.0,17.85,0.168396226,5.644171779,,50.06134969,13.0,0,0.0,0.0,0.0,0.0,,,,,,,815000.0,106.0,7700.0,97108.0,109341.0,133814.0,63647.0,89.5,1.4,15019.6,7.6,43.78,11.79,37.85,27.85,82.59,0.52,12.4,80.5,,66.7,0.58,,65.0,3.2,,961229.8719,2427746606.0,94.73044958,5850.0,2525.66704,4.814845136,2.770227862,1.075775646,0.006517796,0.025904348,0.0866242951,0.6694165665,0.4085032161,0.4031234174,0.3942601087,0.0664245489,0.5897544747,0.4004648136,0.2497642163,,"(-36.8270795, -73.0502399)",4.73,63,"(-36.8270795, -73.0502399)"
